"date","county","state_name","county_fips_code","confirmed_cases","deaths"
2020-03-30,"Perry","Arkansas","05105",1,0
2020-03-31,"Perry","Arkansas","05105",2,0
2020-04-01,"Perry","Arkansas","05105",2,0
2020-04-02,"Perry","Arkansas","05105",2,0
2020-04-03,"Perry","Arkansas","05105",2,0
2020-04-04,"Perry","Arkansas","05105",2,0
2020-04-05,"Perry","Arkansas","05105",2,0
2020-04-06,"Perry","Arkansas","05105",2,0
2020-04-07,"Perry","Arkansas","05105",2,0
2020-04-08,"Perry","Arkansas","05105",2,0
2020-04-09,"Perry","Arkansas","05105",2,0
2020-04-10,"Perry","Arkansas","05105",2,0
2020-04-11,"Perry","Arkansas","05105",2,0
2020-04-12,"Perry","Arkansas","05105",2,0
2020-04-13,"Perry","Arkansas","05105",2,0
2020-04-14,"Perry","Arkansas","05105",2,0
2020-04-15,"Perry","Arkansas","05105",2,0
2020-04-16,"Perry","Arkansas","05105",2,0
2020-04-17,"Perry","Arkansas","05105",3,0
2020-04-18,"Perry","Arkansas","05105",3,0
2020-04-19,"Perry","Arkansas","05105",3,0
2020-04-20,"Perry","Arkansas","05105",3,0
2020-04-21,"Perry","Arkansas","05105",3,0
2020-04-22,"Perry","Arkansas","05105",3,0
2020-04-23,"Perry","Arkansas","05105",3,0
2020-04-24,"Perry","Arkansas","05105",6,0
2020-04-25,"Perry","Arkansas","05105",6,0
2020-04-26,"Perry","Arkansas","05105",6,0
2020-04-27,"Perry","Arkansas","05105",6,0
2020-04-28,"Perry","Arkansas","05105",6,0
2020-04-29,"Perry","Arkansas","05105",6,0
2020-04-30,"Perry","Arkansas","05105",7,0
2020-05-01,"Perry","Arkansas","05105",7,0
2020-05-02,"Perry","Arkansas","05105",7,0
2020-05-03,"Perry","Arkansas","05105",7,0
2020-05-04,"Perry","Arkansas","05105",7,0
2020-05-05,"Perry","Arkansas","05105",7,0
2020-05-06,"Perry","Arkansas","05105",7,0
2020-05-07,"Perry","Arkansas","05105",7,0
2020-05-08,"Perry","Arkansas","05105",7,0
2020-05-09,"Perry","Arkansas","05105",7,0
2020-05-10,"Perry","Arkansas","05105",8,0
2020-05-11,"Perry","Arkansas","05105",8,0
2020-04-05,"Phillips","Arkansas","05107",1,0
2020-04-06,"Phillips","Arkansas","05107",1,0
2020-04-07,"Phillips","Arkansas","05107",1,0
2020-04-08,"Phillips","Arkansas","05107",1,0
2020-04-09,"Phillips","Arkansas","05107",2,0
2020-04-10,"Phillips","Arkansas","05107",3,0
2020-04-11,"Phillips","Arkansas","05107",3,0
2020-04-12,"Phillips","Arkansas","05107",3,1
2020-04-13,"Phillips","Arkansas","05107",4,1
2020-04-14,"Phillips","Arkansas","05107",4,1
2020-04-15,"Phillips","Arkansas","05107",4,1
2020-04-16,"Phillips","Arkansas","05107",4,1
2020-04-17,"Phillips","Arkansas","05107",4,1
2020-04-18,"Phillips","Arkansas","05107",4,1
2020-04-19,"Phillips","Arkansas","05107",4,1
2020-04-20,"Phillips","Arkansas","05107",4,1
2020-04-21,"Phillips","Arkansas","05107",4,1
2020-04-22,"Phillips","Arkansas","05107",4,1
2020-04-23,"Phillips","Arkansas","05107",4,1
2020-04-24,"Phillips","Arkansas","05107",4,1
2020-04-25,"Phillips","Arkansas","05107",4,1
2020-04-26,"Phillips","Arkansas","05107",4,1
2020-04-27,"Phillips","Arkansas","05107",5,1
2020-04-28,"Phillips","Arkansas","05107",5,1
2020-04-29,"Phillips","Arkansas","05107",5,1
2020-04-30,"Phillips","Arkansas","05107",5,1
2020-05-01,"Phillips","Arkansas","05107",5,1
2020-05-02,"Phillips","Arkansas","05107",5,1
2020-05-03,"Phillips","Arkansas","05107",6,1
2020-05-04,"Phillips","Arkansas","05107",6,1
2020-05-05,"Phillips","Arkansas","05107",5,1
2020-05-06,"Phillips","Arkansas","05107",5,1
2020-05-07,"Phillips","Arkansas","05107",4,1
2020-05-08,"Phillips","Arkansas","05107",4,1
2020-05-09,"Phillips","Arkansas","05107",4,1
2020-05-10,"Phillips","Arkansas","05107",4,1
2020-05-11,"Phillips","Arkansas","05107",4,1
2020-03-24,"Pike","Arkansas","05109",1,0
2020-03-25,"Pike","Arkansas","05109",2,0
2020-03-26,"Pike","Arkansas","05109",2,0
2020-03-27,"Pike","Arkansas","05109",2,0
2020-03-28,"Pike","Arkansas","05109",3,0
2020-03-29,"Pike","Arkansas","05109",3,0
2020-03-30,"Pike","Arkansas","05109",2,0
2020-03-31,"Pike","Arkansas","05109",2,0
2020-04-01,"Pike","Arkansas","05109",2,0
2020-04-02,"Pike","Arkansas","05109",2,0
2020-04-03,"Pike","Arkansas","05109",2,0
2020-04-04,"Pike","Arkansas","05109",2,0
2020-04-05,"Pike","Arkansas","05109",2,0
2020-04-06,"Pike","Arkansas","05109",2,0
2020-04-07,"Pike","Arkansas","05109",2,0
2020-04-08,"Pike","Arkansas","05109",2,0
2020-04-09,"Pike","Arkansas","05109",2,0
2020-04-10,"Pike","Arkansas","05109",2,0
2020-04-11,"Pike","Arkansas","05109",2,0
2020-04-12,"Pike","Arkansas","05109",2,0
2020-04-13,"Pike","Arkansas","05109",2,0
2020-04-14,"Pike","Arkansas","05109",2,0
2020-04-15,"Pike","Arkansas","05109",2,0
2020-04-16,"Pike","Arkansas","05109",2,0
2020-04-17,"Pike","Arkansas","05109",2,0
2020-04-18,"Pike","Arkansas","05109",2,0
2020-04-19,"Pike","Arkansas","05109",2,0
2020-04-20,"Pike","Arkansas","05109",2,0
2020-04-21,"Pike","Arkansas","05109",2,0
2020-04-22,"Pike","Arkansas","05109",3,0
2020-04-23,"Pike","Arkansas","05109",3,0
2020-04-24,"Pike","Arkansas","05109",3,0
2020-04-25,"Pike","Arkansas","05109",3,0
2020-04-26,"Pike","Arkansas","05109",3,0
2020-04-27,"Pike","Arkansas","05109",3,0
2020-04-28,"Pike","Arkansas","05109",3,0
2020-04-29,"Pike","Arkansas","05109",3,0
2020-04-30,"Pike","Arkansas","05109",3,0
2020-05-01,"Pike","Arkansas","05109",3,0
2020-05-02,"Pike","Arkansas","05109",3,0
2020-05-03,"Pike","Arkansas","05109",3,0
2020-05-04,"Pike","Arkansas","05109",3,0
2020-05-05,"Pike","Arkansas","05109",3,0
2020-05-06,"Pike","Arkansas","05109",3,0
2020-05-07,"Pike","Arkansas","05109",3,0
2020-05-08,"Pike","Arkansas","05109",3,0
2020-05-09,"Pike","Arkansas","05109",3,0
2020-05-10,"Pike","Arkansas","05109",3,0
2020-05-11,"Pike","Arkansas","05109",3,0
2020-03-19,"Poinsett","Arkansas","05111",1,0
2020-03-20,"Poinsett","Arkansas","05111",1,0
2020-03-21,"Poinsett","Arkansas","05111",1,0
2020-03-22,"Poinsett","Arkansas","05111",1,0
2020-03-23,"Poinsett","Arkansas","05111",1,0
2020-03-24,"Poinsett","Arkansas","05111",3,0
2020-03-25,"Poinsett","Arkansas","05111",3,0
2020-03-26,"Poinsett","Arkansas","05111",3,0
2020-03-27,"Poinsett","Arkansas","05111",3,0
2020-03-28,"Poinsett","Arkansas","05111",3,0
2020-03-29,"Poinsett","Arkansas","05111",3,0
2020-03-30,"Poinsett","Arkansas","05111",5,0
2020-03-31,"Poinsett","Arkansas","05111",5,0
2020-04-01,"Poinsett","Arkansas","05111",5,0
2020-04-02,"Poinsett","Arkansas","05111",5,0
2020-04-03,"Poinsett","Arkansas","05111",5,0
2020-04-04,"Poinsett","Arkansas","05111",5,0
2020-04-05,"Poinsett","Arkansas","05111",5,0
2020-04-06,"Poinsett","Arkansas","05111",6,0
2020-04-07,"Poinsett","Arkansas","05111",6,0
2020-04-08,"Poinsett","Arkansas","05111",6,0
2020-04-09,"Poinsett","Arkansas","05111",6,0
2020-04-10,"Poinsett","Arkansas","05111",7,0
2020-04-11,"Poinsett","Arkansas","05111",7,0
2020-04-12,"Poinsett","Arkansas","05111",7,0
2020-04-13,"Poinsett","Arkansas","05111",7,0
2020-04-14,"Poinsett","Arkansas","05111",7,0
2020-04-15,"Poinsett","Arkansas","05111",9,0
2020-04-16,"Poinsett","Arkansas","05111",9,0
2020-04-17,"Poinsett","Arkansas","05111",10,0
2020-04-18,"Poinsett","Arkansas","05111",10,0
2020-04-19,"Poinsett","Arkansas","05111",10,0
2020-04-20,"Poinsett","Arkansas","05111",10,0
2020-04-21,"Poinsett","Arkansas","05111",11,0
2020-04-22,"Poinsett","Arkansas","05111",13,0
2020-04-23,"Poinsett","Arkansas","05111",13,0
2020-04-24,"Poinsett","Arkansas","05111",14,0
2020-04-25,"Poinsett","Arkansas","05111",14,0
2020-04-26,"Poinsett","Arkansas","05111",16,0
2020-04-27,"Poinsett","Arkansas","05111",18,0
2020-04-28,"Poinsett","Arkansas","05111",18,1
2020-04-29,"Poinsett","Arkansas","05111",21,1
2020-04-30,"Poinsett","Arkansas","05111",22,1
2020-05-01,"Poinsett","Arkansas","05111",23,2
2020-05-02,"Poinsett","Arkansas","05111",23,2
2020-05-03,"Poinsett","Arkansas","05111",23,2
2020-05-04,"Poinsett","Arkansas","05111",23,2
2020-05-05,"Poinsett","Arkansas","05111",25,2
2020-05-06,"Poinsett","Arkansas","05111",25,2
2020-05-07,"Poinsett","Arkansas","05111",25,2
2020-05-08,"Poinsett","Arkansas","05111",25,2
2020-05-09,"Poinsett","Arkansas","05111",25,2
2020-05-10,"Poinsett","Arkansas","05111",25,2
2020-05-11,"Poinsett","Arkansas","05111",25,2
2020-03-19,"Polk","Arkansas","05113",1,0
2020-03-20,"Polk","Arkansas","05113",1,0
2020-03-21,"Polk","Arkansas","05113",1,0
2020-03-22,"Polk","Arkansas","05113",1,0
2020-03-23,"Polk","Arkansas","05113",1,0
2020-03-24,"Polk","Arkansas","05113",2,0
2020-03-25,"Polk","Arkansas","05113",2,0
2020-03-26,"Polk","Arkansas","05113",2,0
2020-03-27,"Polk","Arkansas","05113",2,0
2020-03-28,"Polk","Arkansas","05113",2,0
2020-03-29,"Polk","Arkansas","05113",2,0
2020-03-30,"Polk","Arkansas","05113",2,0
2020-03-31,"Polk","Arkansas","05113",4,0
2020-04-01,"Polk","Arkansas","05113",5,0
2020-04-02,"Polk","Arkansas","05113",5,0
2020-04-03,"Polk","Arkansas","05113",5,0
2020-04-04,"Polk","Arkansas","05113",5,0
2020-04-05,"Polk","Arkansas","05113",5,0
2020-04-06,"Polk","Arkansas","05113",5,0
2020-04-07,"Polk","Arkansas","05113",6,0
2020-04-08,"Polk","Arkansas","05113",6,0
2020-04-09,"Polk","Arkansas","05113",6,0
2020-04-10,"Polk","Arkansas","05113",6,0
2020-04-11,"Polk","Arkansas","05113",6,0
2020-04-12,"Polk","Arkansas","05113",6,0
2020-04-13,"Polk","Arkansas","05113",6,0
2020-04-14,"Polk","Arkansas","05113",6,0
2020-04-15,"Polk","Arkansas","05113",6,0
2020-04-16,"Polk","Arkansas","05113",6,0
2020-04-17,"Polk","Arkansas","05113",7,0
2020-04-18,"Polk","Arkansas","05113",7,0
2020-04-19,"Polk","Arkansas","05113",7,0
2020-04-20,"Polk","Arkansas","05113",7,0
2020-04-21,"Polk","Arkansas","05113",7,0
2020-04-22,"Polk","Arkansas","05113",7,0
2020-04-23,"Polk","Arkansas","05113",7,0
2020-04-24,"Polk","Arkansas","05113",7,0
2020-04-25,"Polk","Arkansas","05113",7,0
2020-04-26,"Polk","Arkansas","05113",7,0
2020-04-27,"Polk","Arkansas","05113",8,0
2020-04-28,"Polk","Arkansas","05113",8,0
2020-04-29,"Polk","Arkansas","05113",8,0
2020-04-30,"Polk","Arkansas","05113",8,0
2020-05-01,"Polk","Arkansas","05113",7,0
2020-05-02,"Polk","Arkansas","05113",7,0
2020-05-03,"Polk","Arkansas","05113",8,0
2020-05-04,"Polk","Arkansas","05113",8,0
2020-05-05,"Polk","Arkansas","05113",7,0
2020-05-06,"Polk","Arkansas","05113",7,0
2020-05-07,"Polk","Arkansas","05113",7,0
2020-05-08,"Polk","Arkansas","05113",7,0
2020-05-09,"Polk","Arkansas","05113",7,0
2020-05-10,"Polk","Arkansas","05113",7,0
2020-05-11,"Polk","Arkansas","05113",7,0
2020-03-19,"Pope","Arkansas","05115",1,0
2020-03-20,"Pope","Arkansas","05115",1,0
2020-03-21,"Pope","Arkansas","05115",1,0
2020-03-22,"Pope","Arkansas","05115",1,0
2020-03-23,"Pope","Arkansas","05115",1,0
2020-03-24,"Pope","Arkansas","05115",2,0
2020-03-25,"Pope","Arkansas","05115",3,0
2020-03-26,"Pope","Arkansas","05115",3,0
2020-03-27,"Pope","Arkansas","05115",3,0
2020-03-28,"Pope","Arkansas","05115",3,0
2020-03-29,"Pope","Arkansas","05115",4,0
2020-03-30,"Pope","Arkansas","05115",5,0
2020-03-31,"Pope","Arkansas","05115",6,0
2020-04-01,"Pope","Arkansas","05115",6,0
2020-04-02,"Pope","Arkansas","05115",8,0
2020-04-03,"Pope","Arkansas","05115",8,0
2020-04-04,"Pope","Arkansas","05115",8,0
2020-04-05,"Pope","Arkansas","05115",13,0
2020-04-06,"Pope","Arkansas","05115",17,0
2020-04-07,"Pope","Arkansas","05115",20,0
2020-04-08,"Pope","Arkansas","05115",21,0
2020-04-09,"Pope","Arkansas","05115",23,0
2020-04-10,"Pope","Arkansas","05115",26,0
2020-04-11,"Pope","Arkansas","05115",26,0
2020-04-12,"Pope","Arkansas","05115",30,0
2020-04-13,"Pope","Arkansas","05115",31,0
2020-04-14,"Pope","Arkansas","05115",31,0
2020-04-15,"Pope","Arkansas","05115",32,0
2020-04-16,"Pope","Arkansas","05115",33,0
2020-04-17,"Pope","Arkansas","05115",33,0
2020-04-18,"Pope","Arkansas","05115",35,0
2020-04-19,"Pope","Arkansas","05115",35,0
2020-04-20,"Pope","Arkansas","05115",35,0
2020-04-21,"Pope","Arkansas","05115",35,0
2020-04-22,"Pope","Arkansas","05115",36,0
2020-04-23,"Pope","Arkansas","05115",37,0
2020-04-24,"Pope","Arkansas","05115",37,0
2020-04-25,"Pope","Arkansas","05115",37,0
2020-04-26,"Pope","Arkansas","05115",41,0
2020-04-27,"Pope","Arkansas","05115",42,0
2020-04-28,"Pope","Arkansas","05115",42,0
2020-04-29,"Pope","Arkansas","05115",43,0
2020-04-30,"Pope","Arkansas","05115",43,0
2020-05-01,"Pope","Arkansas","05115",43,0
2020-05-02,"Pope","Arkansas","05115",44,0
2020-05-03,"Pope","Arkansas","05115",44,0
2020-05-04,"Pope","Arkansas","05115",44,0
2020-05-05,"Pope","Arkansas","05115",45,0
2020-05-06,"Pope","Arkansas","05115",46,0
2020-05-07,"Pope","Arkansas","05115",47,0
2020-05-08,"Pope","Arkansas","05115",47,0
2020-05-09,"Pope","Arkansas","05115",47,0
2020-05-10,"Pope","Arkansas","05115",47,0
2020-05-11,"Pope","Arkansas","05115",48,0
2020-04-03,"Prairie","Arkansas","05117",1,0
2020-04-04,"Prairie","Arkansas","05117",1,0
2020-04-05,"Prairie","Arkansas","05117",2,0
2020-04-06,"Prairie","Arkansas","05117",2,0
2020-04-07,"Prairie","Arkansas","05117",2,0
2020-04-08,"Prairie","Arkansas","05117",2,0
2020-04-09,"Prairie","Arkansas","05117",2,0
2020-04-10,"Prairie","Arkansas","05117",2,0
2020-04-11,"Prairie","Arkansas","05117",2,0
2020-04-12,"Prairie","Arkansas","05117",2,0
2020-04-13,"Prairie","Arkansas","05117",2,0
2020-04-14,"Prairie","Arkansas","05117",2,0
2020-04-15,"Prairie","Arkansas","05117",2,0
2020-04-16,"Prairie","Arkansas","05117",2,0
2020-04-17,"Prairie","Arkansas","05117",2,0
2020-04-18,"Prairie","Arkansas","05117",2,0
2020-04-19,"Prairie","Arkansas","05117",2,0
2020-04-20,"Prairie","Arkansas","05117",2,0
2020-04-21,"Prairie","Arkansas","05117",2,0
2020-04-22,"Prairie","Arkansas","05117",2,0
2020-04-23,"Prairie","Arkansas","05117",2,0
2020-04-24,"Prairie","Arkansas","05117",2,0
2020-04-25,"Prairie","Arkansas","05117",2,0
2020-04-26,"Prairie","Arkansas","05117",2,0
2020-04-27,"Prairie","Arkansas","05117",2,0
2020-04-28,"Prairie","Arkansas","05117",2,0
2020-04-29,"Prairie","Arkansas","05117",2,0
2020-04-30,"Prairie","Arkansas","05117",2,0
2020-05-01,"Prairie","Arkansas","05117",2,0
2020-05-02,"Prairie","Arkansas","05117",2,0
2020-05-03,"Prairie","Arkansas","05117",2,0
2020-05-04,"Prairie","Arkansas","05117",2,0
2020-05-05,"Prairie","Arkansas","05117",2,0
2020-05-06,"Prairie","Arkansas","05117",2,0
2020-05-07,"Prairie","Arkansas","05117",2,0
2020-05-08,"Prairie","Arkansas","05117",2,0
2020-05-09,"Prairie","Arkansas","05117",2,0
2020-05-10,"Prairie","Arkansas","05117",2,0
2020-05-11,"Prairie","Arkansas","05117",2,0
2020-03-12,"Pulaski","Arkansas","05119",5,0
2020-03-13,"Pulaski","Arkansas","05119",6,0
2020-03-14,"Pulaski","Arkansas","05119",7,0
2020-03-15,"Pulaski","Arkansas","05119",8,0
2020-03-16,"Pulaski","Arkansas","05119",10,0
2020-03-17,"Pulaski","Arkansas","05119",10,0
2020-03-18,"Pulaski","Arkansas","05119",13,0
2020-03-19,"Pulaski","Arkansas","05119",18,0
2020-03-20,"Pulaski","Arkansas","05119",23,0
2020-03-21,"Pulaski","Arkansas","05119",28,0
2020-03-22,"Pulaski","Arkansas","05119",52,0
2020-03-23,"Pulaski","Arkansas","05119",54,0
2020-03-24,"Pulaski","Arkansas","05119",64,1
2020-03-25,"Pulaski","Arkansas","05119",79,1
2020-03-26,"Pulaski","Arkansas","05119",83,1
2020-03-27,"Pulaski","Arkansas","05119",89,1
2020-03-28,"Pulaski","Arkansas","05119",92,2
2020-03-29,"Pulaski","Arkansas","05119",94,2
2020-03-30,"Pulaski","Arkansas","05119",99,3
2020-03-31,"Pulaski","Arkansas","05119",103,3
2020-04-01,"Pulaski","Arkansas","05119",113,4
2020-04-02,"Pulaski","Arkansas","05119",126,5
2020-04-03,"Pulaski","Arkansas","05119",137,5
2020-04-04,"Pulaski","Arkansas","05119",139,6
2020-04-05,"Pulaski","Arkansas","05119",161,6
2020-04-06,"Pulaski","Arkansas","05119",171,5
2020-04-07,"Pulaski","Arkansas","05119",179,7
2020-04-08,"Pulaski","Arkansas","05119",201,7
2020-04-09,"Pulaski","Arkansas","05119",221,8
2020-04-10,"Pulaski","Arkansas","05119",236,8
2020-04-11,"Pulaski","Arkansas","05119",249,9
2020-04-12,"Pulaski","Arkansas","05119",256,9
2020-04-13,"Pulaski","Arkansas","05119",284,10
2020-04-14,"Pulaski","Arkansas","05119",297,10
2020-04-15,"Pulaski","Arkansas","05119",353,10
2020-04-16,"Pulaski","Arkansas","05119",355,11
2020-04-17,"Pulaski","Arkansas","05119",360,11
2020-04-18,"Pulaski","Arkansas","05119",377,12
2020-04-19,"Pulaski","Arkansas","05119",377,12
2020-04-20,"Pulaski","Arkansas","05119",388,12
2020-04-21,"Pulaski","Arkansas","05119",400,12
2020-04-22,"Pulaski","Arkansas","05119",414,12
2020-04-23,"Pulaski","Arkansas","05119",427,12
2020-04-24,"Pulaski","Arkansas","05119",440,14
2020-04-25,"Pulaski","Arkansas","05119",471,14
2020-04-26,"Pulaski","Arkansas","05119",478,14
2020-04-27,"Pulaski","Arkansas","05119",484,15
2020-04-28,"Pulaski","Arkansas","05119",490,16
2020-04-29,"Pulaski","Arkansas","05119",503,16
2020-04-30,"Pulaski","Arkansas","05119",518,17
2020-05-01,"Pulaski","Arkansas","05119",527,18
2020-05-02,"Pulaski","Arkansas","05119",539,19
2020-05-03,"Pulaski","Arkansas","05119",550,19
2020-05-04,"Pulaski","Arkansas","05119",551,20
2020-05-05,"Pulaski","Arkansas","05119",565,21
2020-05-06,"Pulaski","Arkansas","05119",576,22
2020-05-07,"Pulaski","Arkansas","05119",588,22
2020-05-08,"Pulaski","Arkansas","05119",603,22
2020-05-09,"Pulaski","Arkansas","05119",603,22
2020-05-10,"Pulaski","Arkansas","05119",627,23
2020-05-11,"Pulaski","Arkansas","05119",630,23
2020-03-26,"Randolph","Arkansas","05121",2,0
2020-03-27,"Randolph","Arkansas","05121",2,0
2020-03-28,"Randolph","Arkansas","05121",2,0
2020-03-29,"Randolph","Arkansas","05121",2,0
2020-03-30,"Randolph","Arkansas","05121",2,0
2020-03-31,"Randolph","Arkansas","05121",3,0
2020-04-01,"Randolph","Arkansas","05121",3,0
2020-04-02,"Randolph","Arkansas","05121",3,0
2020-04-03,"Randolph","Arkansas","05121",3,0
2020-04-04,"Randolph","Arkansas","05121",3,0
2020-04-05,"Randolph","Arkansas","05121",3,0
2020-04-06,"Randolph","Arkansas","05121",4,0
2020-04-07,"Randolph","Arkansas","05121",6,0
2020-04-08,"Randolph","Arkansas","05121",6,0
2020-04-09,"Randolph","Arkansas","05121",7,0
2020-04-10,"Randolph","Arkansas","05121",8,0
2020-04-11,"Randolph","Arkansas","05121",8,0
2020-04-12,"Randolph","Arkansas","05121",8,0
2020-04-13,"Randolph","Arkansas","05121",8,0
2020-04-14,"Randolph","Arkansas","05121",8,0
2020-04-15,"Randolph","Arkansas","05121",9,0
2020-04-16,"Randolph","Arkansas","05121",9,0
2020-04-17,"Randolph","Arkansas","05121",10,0
2020-04-18,"Randolph","Arkansas","05121",11,0
2020-04-19,"Randolph","Arkansas","05121",11,0
2020-04-20,"Randolph","Arkansas","05121",14,0
2020-04-21,"Randolph","Arkansas","05121",14,0
2020-04-22,"Randolph","Arkansas","05121",14,0
2020-04-23,"Randolph","Arkansas","05121",14,0
2020-04-24,"Randolph","Arkansas","05121",15,0
2020-04-25,"Randolph","Arkansas","05121",15,0
2020-04-26,"Randolph","Arkansas","05121",16,0
2020-04-27,"Randolph","Arkansas","05121",16,0
2020-04-28,"Randolph","Arkansas","05121",17,0
2020-04-29,"Randolph","Arkansas","05121",17,0
2020-04-30,"Randolph","Arkansas","05121",17,0
2020-05-01,"Randolph","Arkansas","05121",18,0
2020-05-02,"Randolph","Arkansas","05121",18,0
2020-05-03,"Randolph","Arkansas","05121",18,0
2020-05-04,"Randolph","Arkansas","05121",19,0
2020-05-05,"Randolph","Arkansas","05121",19,0
2020-05-06,"Randolph","Arkansas","05121",21,0
2020-05-07,"Randolph","Arkansas","05121",21,0
2020-05-08,"Randolph","Arkansas","05121",21,0
2020-05-09,"Randolph","Arkansas","05121",21,0
2020-05-10,"Randolph","Arkansas","05121",21,0
2020-05-11,"Randolph","Arkansas","05121",22,0
2020-03-30,"St. Francis","Arkansas","05123",1,0
2020-03-31,"St. Francis","Arkansas","05123",2,0
2020-04-01,"St. Francis","Arkansas","05123",2,0
2020-04-02,"St. Francis","Arkansas","05123",2,0
2020-04-03,"St. Francis","Arkansas","05123",2,0
2020-04-04,"St. Francis","Arkansas","05123",3,0
2020-04-05,"St. Francis","Arkansas","05123",11,0
2020-04-06,"St. Francis","Arkansas","05123",17,0
2020-04-07,"St. Francis","Arkansas","05123",28,0
2020-04-08,"St. Francis","Arkansas","05123",31,0
2020-04-09,"St. Francis","Arkansas","05123",31,0
2020-04-10,"St. Francis","Arkansas","05123",31,0
2020-04-11,"St. Francis","Arkansas","05123",31,0
2020-04-12,"St. Francis","Arkansas","05123",32,0
2020-04-13,"St. Francis","Arkansas","05123",45,0
2020-04-14,"St. Francis","Arkansas","05123",45,0
2020-04-15,"St. Francis","Arkansas","05123",45,0
2020-04-16,"St. Francis","Arkansas","05123",63,0
2020-04-17,"St. Francis","Arkansas","05123",63,0
2020-04-18,"St. Francis","Arkansas","05123",64,0
2020-04-19,"St. Francis","Arkansas","05123",64,0
2020-04-20,"St. Francis","Arkansas","05123",65,0
2020-04-21,"St. Francis","Arkansas","05123",66,0
2020-04-22,"St. Francis","Arkansas","05123",66,0
2020-04-23,"St. Francis","Arkansas","05123",69,0
2020-04-24,"St. Francis","Arkansas","05123",74,0
2020-04-25,"St. Francis","Arkansas","05123",75,0
2020-04-26,"St. Francis","Arkansas","05123",80,0
2020-04-27,"St. Francis","Arkansas","05123",81,0
2020-04-28,"St. Francis","Arkansas","05123",82,0
2020-04-29,"St. Francis","Arkansas","05123",83,0
2020-04-30,"St. Francis","Arkansas","05123",83,0
2020-05-01,"St. Francis","Arkansas","05123",84,0
2020-05-02,"St. Francis","Arkansas","05123",87,0
2020-05-03,"St. Francis","Arkansas","05123",93,0
2020-05-04,"St. Francis","Arkansas","05123",95,0
2020-05-05,"St. Francis","Arkansas","05123",95,0
2020-05-06,"St. Francis","Arkansas","05123",98,0
2020-05-07,"St. Francis","Arkansas","05123",104,0
2020-05-08,"St. Francis","Arkansas","05123",108,0
2020-05-09,"St. Francis","Arkansas","05123",108,0
2020-05-10,"St. Francis","Arkansas","05123",278,0
2020-05-11,"St. Francis","Arkansas","05123",279,0
2020-03-15,"Saline","Arkansas","05125",1,0
2020-03-16,"Saline","Arkansas","05125",1,0
2020-03-17,"Saline","Arkansas","05125",1,0
2020-03-18,"Saline","Arkansas","05125",1,0
2020-03-19,"Saline","Arkansas","05125",1,0
2020-03-20,"Saline","Arkansas","05125",1,0
2020-03-21,"Saline","Arkansas","05125",1,0
2020-03-22,"Saline","Arkansas","05125",1,0
2020-03-23,"Saline","Arkansas","05125",1,0
2020-03-24,"Saline","Arkansas","05125",4,0
2020-03-25,"Saline","Arkansas","05125",4,0
2020-03-26,"Saline","Arkansas","05125",4,0
2020-03-27,"Saline","Arkansas","05125",4,0
2020-03-28,"Saline","Arkansas","05125",4,0
2020-03-29,"Saline","Arkansas","05125",6,0
2020-03-30,"Saline","Arkansas","05125",8,0
2020-03-31,"Saline","Arkansas","05125",11,0
2020-04-01,"Saline","Arkansas","05125",14,0
2020-04-02,"Saline","Arkansas","05125",18,0
2020-04-03,"Saline","Arkansas","05125",21,0
2020-04-04,"Saline","Arkansas","05125",21,0
2020-04-05,"Saline","Arkansas","05125",29,1
2020-04-06,"Saline","Arkansas","05125",33,1
2020-04-07,"Saline","Arkansas","05125",33,1
2020-04-08,"Saline","Arkansas","05125",30,1
2020-04-09,"Saline","Arkansas","05125",31,1
2020-04-10,"Saline","Arkansas","05125",32,1
2020-04-11,"Saline","Arkansas","05125",32,1
2020-04-12,"Saline","Arkansas","05125",32,1
2020-04-13,"Saline","Arkansas","05125",32,1
2020-04-14,"Saline","Arkansas","05125",33,1
2020-04-15,"Saline","Arkansas","05125",35,1
2020-04-16,"Saline","Arkansas","05125",36,1
2020-04-17,"Saline","Arkansas","05125",37,1
2020-04-18,"Saline","Arkansas","05125",43,1
2020-04-19,"Saline","Arkansas","05125",43,1
2020-04-20,"Saline","Arkansas","05125",45,1
2020-04-21,"Saline","Arkansas","05125",46,1
2020-04-22,"Saline","Arkansas","05125",48,1
2020-04-23,"Saline","Arkansas","05125",51,1
2020-04-24,"Saline","Arkansas","05125",54,1
2020-04-25,"Saline","Arkansas","05125",54,1
2020-04-26,"Saline","Arkansas","05125",55,1
2020-04-27,"Saline","Arkansas","05125",56,1
2020-04-28,"Saline","Arkansas","05125",57,1
2020-04-29,"Saline","Arkansas","05125",64,1
2020-04-30,"Saline","Arkansas","05125",67,1
2020-05-01,"Saline","Arkansas","05125",67,1
2020-05-02,"Saline","Arkansas","05125",67,1
2020-05-03,"Saline","Arkansas","05125",68,1
2020-05-04,"Saline","Arkansas","05125",67,1
2020-05-05,"Saline","Arkansas","05125",67,1
2020-05-06,"Saline","Arkansas","05125",67,1
2020-05-07,"Saline","Arkansas","05125",70,1
2020-05-08,"Saline","Arkansas","05125",72,1
2020-05-09,"Saline","Arkansas","05125",72,1
2020-05-10,"Saline","Arkansas","05125",73,1
2020-05-11,"Saline","Arkansas","05125",73,1
2020-03-31,"Scott","Arkansas","05127",1,0
2020-04-01,"Scott","Arkansas","05127",1,0
